COUNTRY_CODE,SUBNATIONAL1_CODE,SUBNATIONAL2_CODE,SUBNATIONAL2_NAME
US,US-WV,US-WV-049,Marion
US,US-WV,US-WV-051,Marshall
US,US-WV,US-WV-053,Mason
US,US-WV,US-WV-055,Mercer
US,US-WV,US-WV-057,Mineral
US,US-WV,US-WV-059,Mingo
US,US-WV,US-WV-061,Monongalia
US,US-WV,US-WV-063,Monroe
US,US-WV,US-WV-065,Morgan
US,US-WV,US-WV-067,Nicholas
US,US-WV,US-WV-069,Ohio
US,US-WV,US-WV-071,Pendleton
US,US-WV,US-WV-073,Pleasants
US,US-WV,US-WV-075,Pocahontas
US,US-WV,US-WV-077,Preston
US,US-WV,US-WV-079,Putnam
US,US-WV,US-WV-081,Raleigh
US,US-WV,US-WV-083,Randolph
US,US-WV,US-WV-085,Ritchie
US,US-WV,US-WV-087,Roane
US,US-WV,US-WV-089,Summers
US,US-WV,US-WV-091,Taylor
US,US-WV,US-WV-093,Tucker
US,US-WV,US-WV-095,Tyler
US,US-WV,US-WV-097,Upshur
US,US-WV,US-WV-099,Wayne
US,US-WV,US-WV-101,Webster
US,US-WV,US-WV-103,Wetzel
US,US-WV,US-WV-105,Wirt
US,US-WV,US-WV-107,Wood
US,US-WV,US-WV-109,Wyoming
US,US-WY,US-WY-001,Albany
US,US-WY,US-WY-003,Big Horn
US,US-WY,US-WY-005,Campbell
US,US-WY,US-WY-007,Carbon
US,US-WY,US-WY-009,Converse
US,US-WY,US-WY-011,Crook
US,US-WY,US-WY-013,Fremont
US,US-WY,US-WY-015,Goshen
US,US-WY,US-WY-017,Hot Springs
US,US-WY,US-WY-019,Johnson
US,US-WY,US-WY-021,Laramie
US,US-WY,US-WY-023,Lincoln
US,US-WY,US-WY-025,Natrona
US,US-WY,US-WY-027,Niobrara
US,US-WY,US-WY-029,Park
US,US-WY,US-WY-031,Platte
US,US-WY,US-WY-033,Sheridan
US,US-WY,US-WY-035,Sublette
US,US-WY,US-WY-037,Sweetwater
US,US-WY,US-WY-039,Teton
US,US-WY,US-WY-041,Uinta
US,US-WY,US-WY-043,Washakie
US,US-WY,US-WY-045,Weston
